Regional Area,Program Code,Project,Project Contact,Species,Run,Stock,Stock CU Index,Stock CU Name,Stock Stat Area,Objective,Production Strategy Level, Egg Target ,Production Activity Type,Release/ Transfer Stage,Release Site/ Transfer Project,Release/Transfer Facility,Release Stat Area, Release/ Transfer Target , Coded Wire Tag Target , Fin Clip Target ,Clip Type, Thermal Mark Target , Parentage-based Tag Target , PIT Tag Target ,Target Status,Licence NOT Held By SEP,Comment,Data Status (SPA Internal)
Lower Fraser River,OPS,Inch Cr,WEM - Inch Creek Hatchery,Coho,Fall,Nicomekl R,CO-1,BOUNDARY BAY,29B, Harvest ,Primary,"90,000",Release,Smolt 1+,Nicomekl R,Inch Creek H,29B,50000,,"50,000",AD,,"50,000",,,,"CA supports release with Nicomekl group. Inch Cr hatchery provides incubation, rearing & Ad clipping. Egg collection target set conservatively to account for variation in fecundity and BKD results.  2024: Due to facillity upgrades there may be in-season rearing location changes for this stock.",Preliminary
Lower Fraser River,OPS,Inch Cr,WEM - Inch Creek Hatchery,Coho,Fall,Norrish Cr,CO-47,LOWER FRASER,29D, Harvest ,Primary,"160,000",Release,Smolt 1+,Norrish Cr,Inch Creek H,29D,100000,"100,000",,AD,,"100,000",,,,Egg collection target set conservatively to account for variation in fecundity and BKD results.  2024: Due to facillity upgrades there may be in-season rearing location changes for this stock.,Preliminary
Lower Fraser River,OPS,Inch Cr,WEM - Inch Creek Hatchery,Coho,Fall,Serpentine R,CO-1,BOUNDARY BAY,29B, Harvest ,Primary,"90,000",Release,Smolt 1+,Serpentine R,Inch Creek H,29B,35000,,"35,000",AD,,"35,000",,,,"2025: Production being shifted to Serpentine facility, therefore Inch egg and release target being reducted from 100/40K to 90K/35K. Egg target conservate to account for variation in fecundity and BKD results.",Preliminary
Lower Fraser River,OPS,Inch Cr,WEM - Inch Creek Hatchery,Coho,Fall,Stave R,CO-47,LOWER FRASER,29D, Harvest ,Primary,"250,000",Release,Smolt 1+,Cougar Canyon Cr,Inch Creek H,29B,1000,,"1,000",AD,,"1,000",,,,Egg collection target set conservatively to account for variation in fecundity and BKD results. Direct release to Cougar Canyon Cr occurs under the direction of the S Side Fraser R to Boston Bar Community Advisor.  2024: Due to facillity upgrades there may be in-season rearing location changes for this stock.,Preliminary
Lower Fraser River,OPS,Inch Cr,WEM - Inch Creek Hatchery,Coho,Fall,Stave R,CO-47,LOWER FRASER,29D, Harvest ,Primary, -   ,Release,Smolt 1+,Stave R,Inch Creek H,29D,150000,,"150,000",AD,,"150,000",,,,2024: Due to facillity upgrades there may be in-season rearing location changes for this stock.,Preliminary
Lower Fraser River,OPS,Inch Sockeye Satellite,WEM - Inch Creek Hatchery,Sockeye,Fall,Cultus Lk,SEL-03-02,CULTUS-LATE TIMING,29D, Conservation ,Alternate, -   ,Release,Fed Fry,Cultus Lk,Inch Creek H,29D,25000,,"25,000",AD,,,,,,Contingency release target for surplus release if higher than expected incubation survival or disease screening.,Preliminary
Lower Fraser River,OPS,Inch Sockeye Satellite,WEM - Inch Creek Hatchery,Sockeye,Fall,Cultus Lk,SEL-03-02,CULTUS-LATE TIMING,29D, Conservation ,Alternate, -   ,Release,Fed Fall,Cultus Lk,Inch Creek H,29D,150000,,"150,000",AD,,,,,,"2024: Fed Fall strategy will not be targeted due to facililty rearing space constrainst. The Early Stuart Captive Brood program Fed Fall releases will be prioritized. If additional rearing space becomes available, Cultus Fed Fall strategy will be targeted and enhanced. This will be determined in season.  Release would be targeted for a winter release when lake oxygen levels are optimal.",Preliminary
Lower Fraser River,OPS,Inch Sockeye Satellite,WEM - Inch Creek Hatchery,Sockeye,Fall,Cultus Lk,SEL-03-02,CULTUS-LATE TIMING,29D, Conservation ,Primary,"325,000",Release,Smolt 1+,Sweltzer Cr,Inch Creek H,29E,50000,"50,000",,AD,,,,,,"2024: Cultus enhancment will focus on Smolt 1+ strategy. 20K 30g release, 30K 20g release, differentially tagged. Fed Fall stragegy will not be targeted. Due to facillity upgrades there may be in-season rearing location changes for this stock.",Preliminary
Lower Fraser River,OPS,Inch Sockeye Satellite,WEM - Inch Creek Hatchery,Sockeye,Spring,Stuart R,SEL-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,29I, Conservation ,Primary,"28,000",Release,Fed Fall,Stuart R,Inch Creek H,29I,28000,,"270,000",AD,,"270,000",,,,2025: Production planning for Early Stuart Sockeye at Inch Creek is currently underway.  Current target reflects draft plan to collect brood to release as fry or to be kept for captive brood if supported by the integrated Big Bar Natal Sockeye Planning Committee.,Preliminary
Lower Fraser River,OPS,Inch Sockeye Satellite,WEM - Inch Creek Hatchery,Sockeye,Summer,Pitt R Up,SEL-03-05,PITT-EARLY SUMMER TIMING,29C, Harvest ,Primary,"625,000",Release,Fed Fry,Pitt R Up,Inch Creek H,29C,500000,,,N/A,"500,000",,,,,,Preliminary
Lower Fraser River,DPI,Kanaka Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Kanaka Cr,CM-2,LOWER FRASER,29C,,Primary,"340,000",Transfer Out,Egg,Burnaby Sch,Burnaby Schools,,2000,,,,,,,,,,Preliminary
Lower Fraser River,DPI,Kanaka Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Kanaka Cr,CM-2,LOWER FRASER,29C,,Alternate,"2,000",Transfer Out,Egg,Coquitlam Sch,Coquitlam Schools,,2000,,,,,,,,,"Alternate broodstock source if eggs from Hyde Cr hatchery, Hyde Cr stock (1K) or River Springs hatchery, Coquitlam stock (1K) are unavailable.",Preliminary
Lower Fraser River,DPI,Kanaka Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Kanaka Cr,CM-2,LOWER FRASER,29C,,Primary, -   ,Transfer Out,Egg,Maple Ridge Sch,Maple Ridge Schools,,2000,,,,,,,,,,Preliminary
Lower Fraser River,DPI,Kanaka Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Kanaka Cr,CM-2,LOWER FRASER,29C,,Primary, -   ,Transfer Out,Egg,Mission Sch,Mission Schools,,1900,,,,,,,,,,Preliminary
Lower Fraser River,DPI,Kanaka Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Kanaka Cr,CM-2,LOWER FRASER,29C,,Primary, -   ,Transfer Out,Egg,New West Sch,New Westminster Schools,,2000,,,,,,,,,,Preliminary
Lower Fraser River,DPI,Kanaka Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Kanaka Cr,CM-2,LOWER FRASER,29C,,Primary, -   ,Transfer Out,Egg,Vancouver Sch,Vancouver Schools,,2000,,,,,,,,,,Preliminary
Lower Fraser River,DPI,Kanaka Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Kanaka Cr,CM-2,LOWER FRASER,29C, Rebuilding ,Primary, -   ,Release,Fed Fry,Brunette R,Bell-Irving Kanaka Cr H,29C,135000,,,,,,,,,"Kanaka Cr fry release is priority. Once target for Kanaka Cr is achieved, additional fry releases will occur at other locations.",Preliminary
Lower Fraser River,DPI,Kanaka Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Kanaka Cr,CM-2,LOWER FRASER,29C, Rebuilding ,Primary, -   ,Release,Fed Fry,Byrne Cr,Bell-Irving Kanaka Cr H,29C,40000,,,,,,,,,"Kanaka Cr fry release is priority. Once target for Kanaka Cr is achieved, additional fry releases will occur at other locations.",Preliminary
Lower Fraser River,DPI,Kanaka Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Kanaka Cr,CM-2,LOWER FRASER,29C, Rebuilding ,Primary, -   ,Release,Fed Fry,Kanaka Cr,Bell-Irving Kanaka Cr H,29C,70000,,,,,,,,,"Kanaka Cr fry release is priority. Once target for Kanaka Cr is achieved, additional fry releases will occur at other locations.",Preliminary
Lower Fraser River,DPI,Kanaka Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Kanaka Cr,CM-2,LOWER FRASER,29C, Rebuilding ,Primary, -   ,Release,Fed Fry,Kaymar Cr,Bell-Irving Kanaka Cr H,29C,5000,,,,,,,,,"Kanaka Cr fry release is priority. Once target for Kanaka Cr is achieved, additional fry releases will occur at other locations.",Preliminary
Lower Fraser River,DPI,Kanaka Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Kanaka Cr,CM-2,LOWER FRASER,29C, Stewardship ,Primary, -   ,Release,Fed Fry,Spanish Banks Cr,Bell-Irving Kanaka Cr H,28,15000,,,,,,,,,2025: Reduced release from 25K to 15K to match environmental conditions and habitat capacity.,Preliminary
Lower Fraser River,DPI,Kanaka Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C, Stewardship ,Primary, -   ,Release,Smolt 1+,Brunette R,Bell-Irving Kanaka Cr H,29C,10000,,"10,000",AD,,"10,000",,,,"7500 to Brunette R, 2500 to Stoney Cr for 'Great Salmon Sendoff' event",Preliminary
Lower Fraser River,DPI,Kanaka Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C, Rebuilding ,Primary, -   ,Release,Smolt 1+,Byrne Cr,Bell-Irving Kanaka Cr H,29C,4000,,"4,000",AD,,"4,000",,,,Release site includes tributaries within the Byrne Creek Watershed.,Preliminary
Lower Fraser River,DPI,Kanaka Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C, Rebuilding ,Primary,"80,000",Release,Fed Fry,Kanaka Cr,Bell-Irving Kanaka Cr H,29C,40000,,"40,000",AD,,"40,000",,,,Fed Fry releases occur to upper watershed for re-seeding above waterfall. Under ideal circumstances waterfall passage is possible certain years. Release site includes Kanaka Cr tributaries (Cooper Cr & McFadden Cr),Preliminary
Lower Fraser River,DPI,Kanaka Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C, Harvest ,Primary, -   ,Release,Smolt 1+,Kanaka Cr,Bell-Irving Kanaka Cr H,29C,15000,,"15,000",AD,,"15,000",,,,,Preliminary
Lower Fraser River,DPI,Kanaka Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Kanaka Cr,CO-47,LOWER FRASER,29C, Rebuilding ,Primary, -   ,Release,Smolt 1+,Kaymar Cr,Bell-Irving Kanaka Cr H,29C,1000,,"1,000",AD,,"1,000",,,,,Preliminary
Lower Fraser River,DPI,Kanaka Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Pink,Fall,Chehalis R,PKO-1,FRASER RIVER,29D,,Primary, -   ,Transfer In,Egg,Chehalis R,Chehalis River H,,100000,,,,,,,,,,Preliminary
Lower Fraser River,DPI,Kanaka Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Pink,Fall,Chehalis R,PKO-1,FRASER RIVER,29D, Rebuilding ,Primary, -   ,Release,Fed Fry,Kanaka Cr,Bell-Irving Kanaka Cr H,29C,80000,,,,,,,,,2025: Changing Chehalis R stock to primary brood source due to logistical difficulties collecting natal Kanaka brood. Reducing egg transfer and release target from 150K/130K to 100K/80K.,Preliminary
Lower Fraser River,DPI,Kanaka Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Pink,Fall,Kanaka Cr,PKO-1,FRASER RIVER,29C, Rebuilding ,Alternate,"150,000",Release,Fed Fry,Kanaka Cr,Bell-Irving Kanaka Cr H,29C,130000,,,,,,,,,2025: Changing to alternate brood source due to logistical difficulties collecting natal brood.,Preliminary
Lower Fraser River,PIP,Kwikwetlem Sk Hatchery,"CA - N Side Fraser R, Burnaby to Mission",Sockeye,Fall,Coquitlam R,,,29C, Stewardship ,Primary,"30,000",Release,Fed Fry,Coquitlam Lk,Kwikwetlem Sk H,29C,10000,,"10,000",AD,,,,,X,2022: New production contingent on facility license,Preliminary
Lower Fraser River,PIP,Kwikwetlem Sk Hatchery,"CA - N Side Fraser R, Burnaby to Mission",Sockeye,Fall,Coquitlam R,,,29C, Stewardship ,Primary, -   ,Release,Smolt 1+,Coquitlam R,Kwikwetlem Sk H,29C,15000,,"15,000",AD,,,,,X,2022: New Production contingent on facility license,Preliminary
Lower Fraser River,DPI,L Campbell R,CA - S Side Fraser R to Boston Bar,Chinook,Fall,L Campbell R,CK-2,BOUNDARY BAY_FA_0.3,29B, Stewardship ,Primary,"75,000",Release,Smolt 0+,L Campbell R,Little Campbell River H,29B,50000,"50,000",,AD,,"50,000",,,,2024: Realigning objective from Harvest to Stewardship to more accurately capture program goals.  Stock Assessment tagging program initiated BY2021 to fill data gaps on Boundary Bay chinook and inform rebuilding efforts.,Preliminary
Lower Fraser River,DPI,L Campbell R,CA - S Side Fraser R to Boston Bar,Coho,Fall,L Campbell R,CO-1,BOUNDARY BAY,29B,,Primary,"55,000",Transfer Out,Egg,Delta Sch,Delta Schools,,4000,,,,,,,,,,Preliminary
Lower Fraser River,DPI,L Campbell R,CA - S Side Fraser R to Boston Bar,Coho,Fall,L Campbell R,CO-1,BOUNDARY BAY,29B,,Primary, -   ,Transfer Out,Egg,Richmond Sch,Richmond Schools,,1500,,,,,,,,,,Preliminary
Lower Fraser River,DPI,L Campbell R,CA - S Side Fraser R to Boston Bar,Coho,Fall,L Campbell R,CO-1,BOUNDARY BAY,29B,,Primary, -   ,Transfer Out,Egg,Surrey Sch,Surrey Schools,,1800,,,,,,,,,,Preliminary
Lower Fraser River,DPI,L Campbell R,CA - S Side Fraser R to Boston Bar,Coho,Fall,L Campbell R,CO-1,BOUNDARY BAY,29B, Stewardship ,Primary, -   ,Release,Fed Fry,L Campbell R,Little Campbell River H,29B,3500,,,,,,,,,2023: Release location for public events changes to L Campbell R.,Preliminary
Lower Fraser River,DPI,L Campbell R,CA - S Side Fraser R to Boston Bar,Coho,Fall,L Campbell R,CO-1,BOUNDARY BAY,29B, Harvest ,Primary, -   ,Release,Smolt 1+,L Campbell R,Little Campbell River H,29B,30000,,"30,000",AD,,"30,000",,,,,Preliminary
Lower Fraser River,PIP,L Chilliwack,CA - S Side Fraser R to Boston Bar,Chum,Fall,Chilliwack R,CM-2,LOWER FRASER,29E, Stewardship ,Alternate,"25,000",Release,Fed Fry,L Chilliwack R,Little Chilliwack River H,29E,20000,,,,,,,,,2024: Reducing egg and release target from 50/40K to 25/20K.  Brood will be collected from Chilliwack Hatchery by CA.,Preliminary
Lower Fraser River,PIP,L Chilliwack,CA - S Side Fraser R to Boston Bar,Chum,Fall,L Chilliwack R,CM-2,LOWER FRASER,29E, Stewardship ,Primary,"25,000",Release,Fed Fry,L Chilliwack R,Little Chilliwack River H,29E,20000,,,,,,,,,2024: Reducing egg and release target from 50/40K to 25/20K.,Preliminary
Lower Fraser River,PIP,L Chilliwack,CA - S Side Fraser R to Boston Bar,Coho,Fall,Chilliwack R,CO-47,LOWER FRASER,29E, Stewardship ,Primary,"4,500",Release,Smolt 1+,L Chilliwack R,Little Chilliwack River H,29E,4000,,"4,000",AD,,,,,,Brood will be collected from Chilliwack Hatchery by CA.,Preliminary
Lower Fraser River,PIP,L Chilliwack,CA - S Side Fraser R to Boston Bar,Coho,Fall,L Chilliwack R,,,29E, Stewardship ,Alternate,"4,500",Release,Smolt 1+,L Chilliwack R,Little Chilliwack River H,29E,4000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Langley Sch,CA - S Side Fraser R to Boston Bar,Coho,Fall,Nicomekl R,CO-1,BOUNDARY BAY,29B,,Alternate, -   ,Transfer In,Egg,Inch Cr,Inch Creek H,,2500,,,,,,,,,"2024: If Nicomekl cannot collect brood, school program eggs will be provided by Inch Cr.",Preliminary
Lower Fraser River,PIP,Langley Sch,CA - S Side Fraser R to Boston Bar,Coho,Fall,Nicomekl R,CO-1,BOUNDARY BAY,29B,,Primary, -   ,Transfer In,Egg,Nicomekl R,Nicomekl River H,,2500,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Langley Sch,CA - S Side Fraser R to Boston Bar,Coho,Fall,Nicomekl R,CO-1,BOUNDARY BAY,29B, Education ,Primary, -   ,Release,Fed Fry,Nicomekl R,Langley Schools,29B,2000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,MacKay Cr,"CA - West Vancouver, Howe Sound to Anderson L",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C, Stewardship ,Primary,"30,000",Release,Fed Fry,MacKay Cr,MacKay Creek H,28,25000,,,,,,,,,2024: Reduced egg and release target from 50K/45K to 30K/25K.,Preliminary
Lower Fraser River,PIP,MacKay Cr,"CA - West Vancouver, Howe Sound to Anderson L",Chum,Fall,Capilano R,CM-3,HOWE SOUND-BURRARD INLET,28,,Alternate, -   ,Transfer In,Egg,Capilano R,Capilano River H,,30000,,,,,,,,,,Planning
Lower Fraser River,PIP,MacKay Cr,"CA - West Vancouver, Howe Sound to Anderson L",Chum,Fall,Capilano R,CM-3,HOWE SOUND-BURRARD INLET,28, Stewardship ,Alternate, -   ,Release,Fed Fry,MacKay Cr,MacKay Creek H,28,25000,,,,,,,,,,Planning
Lower Fraser River,PIP,MacKay Cr,"CA - West Vancouver, Howe Sound to Anderson L",Chum,Fall,MacKay Cr,CM-3,HOWE SOUND-BURRARD INLET,28, Stewardship ,Alternate,"30,000",Release,Fed Fry,MacKay Cr,MacKay Creek H,28,25000,,,,,,,,,2023: Changed to alternate strategy as hatchery is not able to consistantly collect from natal stream. Transfer is primary strategy.,Preliminary
Lower Fraser River,PIP,Maple Ridge Sch,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C,,Alternate, -   ,Transfer In,Egg,Alouette R,"Alouette River, South H",,2000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Maple Ridge Sch,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C, Education ,Alternate, -   ,Release,Fed Fry,Alouette R S,Maple Ridge Schools,29C,1000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Maple Ridge Sch,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C, Education ,Alternate, -   ,Release,Fed Fry,Kanaka Cr,Maple Ridge Schools,29C,1000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Maple Ridge Sch,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Kanaka Cr,CM-2,LOWER FRASER,29C,,Primary, -   ,Transfer In,Egg,Kanaka Cr,Bell-Irving Kanaka Cr H,,2000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Maple Ridge Sch,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Kanaka Cr,CM-2,LOWER FRASER,29C, Education ,Primary, -   ,Release,Fed Fry,Alouette R S,Maple Ridge Schools,29C,1000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Maple Ridge Sch,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Kanaka Cr,CM-2,LOWER FRASER,29C, Education ,Primary, -   ,Release,Fed Fry,Kanaka Cr,Maple Ridge Schools,29C,1000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Mission Sch,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Inch Cr,CM-2,LOWER FRASER,29D,,Primary, -   ,Transfer In,Egg,Inch Cr,Inch Creek H,,110,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Mission Sch,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Inch Cr,CM-2,LOWER FRASER,29D, Education ,Primary, -   ,Release,Fed Fry,Inch Cr,Mission Schools,29D,100,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Mission Sch,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Kanaka Cr,CM-2,LOWER FRASER,29C,,Primary, -   ,Transfer In,Egg,Kanaka Cr,Bell-Irving Kanaka Cr H,,1900,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Mission Sch,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Kanaka Cr,CM-2,LOWER FRASER,29C, Education ,Primary, -   ,Release,Fed Fry,Kanaka Cr,Mission Schools,29C,1500,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Morten Cr,"CA - West Vancouver, Howe Sound to Anderson L",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C, Stewardship ,Primary,"35,000",Release,Fed Fry,Lynn Cr/GSMN,Morten Creek H,28,30000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Morten Cr,"CA - West Vancouver, Howe Sound to Anderson L",Chum,Fall,Capilano R,CM-3,HOWE SOUND-BURRARD INLET,28,,Alternate, -   ,Transfer In,Egg,Capilano R,Capilano River H,,35000,,,,,,,,,,Planning
Lower Fraser River,PIP,Morten Cr,"CA - West Vancouver, Howe Sound to Anderson L",Chum,Fall,Capilano R,CM-3,HOWE SOUND-BURRARD INLET,28, Stewardship ,Alternate, -   ,Release,Fed Fry,Morten Cr,Morten Creek H,28,30000,,,,,,,,,2025: Transfer is trial if sufficient brood can be collected.,Planning
Lower Fraser River,PIP,Morten Cr,"CA - West Vancouver, Howe Sound to Anderson L",Chum,Fall,Lynn Cr/GSMN,CM-3,HOWE SOUND-BURRARD INLET,28, Stewardship ,Alternate,"35,000",Release,Fed Fry,Lynn Cr/GSMN,Morten Creek H,28,30000,,,,,,,,,2023: New alternate production line to allow for natal collection if returns and facility capacity allow. Lynn Creek natal collection opportunistic.,Preliminary
Lower Fraser River,PIP,Morten Cr,"CA - West Vancouver, Howe Sound to Anderson L",Coho,Fall,Lynn Cr/GSMN,CO-10,HOWE SOUND-BURRARD INLET,28, Stewardship ,Primary,"7,000",Release,Fed Fry,Lynn Cr/GSMN,Morten Creek H,28,6000,,"6,000",AD,,,,,,Broodstock angled from Lynn Cr. Release site includes tributaries of Lynn Cr including Hastings Cr and Morten Cr.,Preliminary
Lower Fraser River,PIP,Morten Cr,"CA - West Vancouver, Howe Sound to Anderson L",Coho,Fall,Seymour R/GSMN,CO-10,HOWE SOUND-BURRARD INLET,28,,Alternate, -   ,Transfer In,Egg,Seymour R,Seymour River H,,7000,,,,,,,,,1st alternate broodstock source if Lynn Cr brood unattainable.,Preliminary
Lower Fraser River,PIP,Morten Cr,"CA - West Vancouver, Howe Sound to Anderson L",Coho,Fall,Seymour R/GSMN,CO-10,HOWE SOUND-BURRARD INLET,28, Stewardship ,Alternate, -   ,Release,Fed Fry,Lynn Cr/GSMN,Morten Creek H,28,6000,,"6,000",AD,,,,,,,Preliminary
Lower Fraser River,PIP,Morten Cr,"CA - West Vancouver, Howe Sound to Anderson L",Pink,Fall,Capilano R,PKO-2,EAST HOWE SOUND-BURRARD INLET,28, Stewardship ,Primary,"30,000",Release,Unfed,Lynn Cr/GSMN,Morten Creek H,28,25000,,,,,,,,,2025: Capilano River will be used as the primary brood source for Burrard Inlet CIP pink programs. Brood collection will occur in collaboration between Capilano Hatchery staff and Community Advisors. Green eggs will be transferred directly to community sites.,Final
Lower Fraser River,PIP,Morten Cr,"CA - West Vancouver, Howe Sound to Anderson L",Pink,Fall,Lynn Cr/GSMN,PKO-2,EAST HOWE SOUND-BURRARD INLET,28, Stewardship ,Alternate,"15,000",Release,Unfed,Lynn Cr/GSMN,Morten Creek H,28,10000,,,,,,,,,2023: New alternate production line to allow for natal collection if returns and facility capacity allow.,Preliminary
Lower Fraser River,PIP,Mossom Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C, Stewardship ,Primary,"50,000",Release,Fed Fry,Mossom Cr,Mossom Creek H,28,13000,,,,,,,,,2025: Reducing egg and release target from 80K/48K to 50K/40K.,Preliminary
Lower Fraser River,PIP,Mossom Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C, Stewardship ,Primary, -   ,Release,Fed Fry,Schoolhouse/North,Mossom Creek H,28,13000,,,,,,,,,2025: Reducing egg and release target from 80K/48K to 50K/40K.,Preliminary
Lower Fraser River,PIP,Mossom Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C, Stewardship ,Primary, -   ,Release,Fed Fry,Suterbrook Cr,Mossom Creek H,28,13000,,,,,,,,,2025: Reducing egg and release target from 80K/48K to 50K/40K.,Preliminary
Lower Fraser River,PIP,Mossom Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Mossom Cr,CM-3,HOWE SOUND-BURRARD INLET,28,,Alternate,"50,000",Transfer Out,Egg,Coquitlam Sch,Coquitlam Schools,,55,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Mossom Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Mossom Cr,CM-3,HOWE SOUND-BURRARD INLET,28, Stewardship ,Alternate, -   ,Release,Fed Fry,Mossom Cr,Mossom Creek H,28,13000,,,,,,,,,2025: Reducing egg and release target from 80K/48K to 50K/40K.,Preliminary
Lower Fraser River,PIP,Mossom Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Mossom Cr,CM-3,HOWE SOUND-BURRARD INLET,28, Stewardship ,Alternate, -   ,Release,Fed Fry,Schoolhouse/North,Mossom Creek H,28,13000,,,,,,,,,2025: Reducing egg and release target from 80K/48K to 50K/40K.,Preliminary
Lower Fraser River,PIP,Mossom Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Mossom Cr,CM-3,HOWE SOUND-BURRARD INLET,28, Stewardship ,Alternate, -   ,Release,Fed Fry,Suterbrook Cr,Mossom Creek H,28,13000,,,,,,,,,2025: Reducing egg and release target from 80K/48K to 50K/40K.,Preliminary
Lower Fraser River,PIP,Mossom Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Mossom Cr,CO-10,HOWE SOUND-BURRARD INLET,28,,Primary, -   ,Transfer Out,Smolt,Reed Point/Ioco,Ioco Seapen,,2600,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Mossom Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Mossom Cr,CO-10,HOWE SOUND-BURRARD INLET,28, Stewardship ,Primary, -   ,Release,Smolt 1+,Mossom Cr,Mossom Creek H,28,1300,,"1,300",AD,,"1,300","1,300",,,2024: Mossom coho smolt program will be part of a survival study utilizing PIT tags. Releases will be split between releases to the creek (1.3K) and releases from the seapen (2.6K) at two locations.,Preliminary
Lower Fraser River,PIP,Mossom Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Mossom Cr,CO-10,HOWE SOUND-BURRARD INLET,28, Stewardship ,Primary,"11,000",Release,Fed Fry,Schoolhouse/North,Mossom Creek H,28,4800,,"4,800",AD,,"4,800",,,,,Preliminary
Lower Fraser River,PIP,Mossom Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Noons Cr,CO-10,HOWE SOUND-BURRARD INLET,28,,Alternate, -   ,Transfer In,Egg,Noons Cr,Noons Creek H,,6000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Mossom Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Noons Cr,CO-10,HOWE SOUND-BURRARD INLET,28,,Alternate, -   ,Transfer Out,Smolt,Reed Point/Ioco,Ioco Seapen,,2000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Mossom Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Noons Cr,CO-10,HOWE SOUND-BURRARD INLET,28, Harvest ,Alternate, -   ,Release,Smolt 1+,Mossom Cr,Mossom Creek H,28,2000,,"2,000",AD,,,,,,,Preliminary
